invoice_id,company_code,customer_id,customer_group,region,industry,invoice_amount,currency,payment_terms_days,days_since_invoice,dispute_flag,previous_late_payments,open_items_count,credit_score,dunning_level,has_purchase_order,invoice_channel,month,target_paid_late
INV0001385,3000,CUST0113,Mid-Market,EMEA,Healthcare,4359.06,USD,30,7,0,1,6,689,0,1,Email,11,0
INV0001386,1000,CUST0017,Enterprise,DACH,Healthcare,7516.94,CHF,90,52,0,1,4,762,1,1,EDI,8,0
INV0001387,2000,CUST0142,Mid-Market,DACH,Retail,23345.07,EUR,45,114,0,2,5,600,0,1,Email,11,1
INV0001388,1000,CUST0098,Enterprise,Americas,Technology,5140.66,EUR,30,8,0,1,6,768,0,1,Portal,8,1
INV0001389,3000,CUST0043,SMB,Americas,Retail,1627.76,EUR,30,97,1,1,7,675,2,1,Portal,5,0
INV0001390,1000,CUST0136,Enterprise,DACH,Healthcare,627.04,USD,60,1,0,2,5,644,0,0,Portal,5,0
INV0001391,3000,CUST0179,Public Sector,Americas,Manufacturing,8702.46,EUR,30,67,0,0,7,693,0,0,Portal,10,0
INV0001392,2000,CUST0077,SMB,Americas,Healthcare,1698.43,CHF,14,55,0,4,6,786,0,1,Portal,12,0
INV0001393,1000,CUST0052,Mid-Market,Americas,Manufacturing,10511.01,EUR,30,20,0,3,4,684,0,1,Email,6,0
INV0001394,1000,CUST0054,SMB,DACH,Manufacturing,18348.28,USD,60,90,0,3,5,597,0,0,EDI,6,0
INV0001395,2000,CUST0107,Enterprise,EMEA,Retail,836.08,GBP,45,22,1,1,6,712,3,1,Portal,5,1
INV0001396,1000,CUST0009,SMB,DACH,Manufacturing,7567.27,EUR,30,53,0,2,5,711,0,1,EDI,12,0
INV0001397,1100,CUST0088,Enterprise,DACH,Technology,16436.4,USD,30,67,0,0,3,666,0,1,EDI,2,0
INV0001398,3000,CUST0005,SMB,DACH,Manufacturing,12332.47,EUR,30,63,0,1,9,757,0,1,Portal,3,0
INV0001399,1100,CUST0007,Mid-Market,DACH,Retail,468.16,USD,60,4,0,2,8,508,0,0,Paper,10,0
INV0001400,1100,CUST0078,Enterprise,DACH,Manufacturing,1726.18,GBP,30,54,0,5,10,707,0,1,EDI,12,1
INV0001401,1100,CUST0135,SMB,DACH,Utilities,1103.02,USD,90,79,0,2,2,739,0,1,Email,4,0
INV0001402,1000,CUST0160,Enterprise,APJ,Healthcare,7329.38,EUR,60,64,1,0,5,571,1,1,EDI,7,0
INV0001403,3000,CUST0016,Enterprise,Americas,Retail,6528.89,CHF,30,88,0,2,7,569,0,1,EDI,4,0
INV0001404,1000,CUST0044,SMB,EMEA,Manufacturing,248.94,CHF,60,94,0,2,6,755,0,1,Portal,12,0
INV0001405,1000,CUST0076,Mid-Market,APJ,Utilities,3084.44,USD,45,22,0,4,6,768,1,1,EDI,1,0
INV0001406,1000,CUST0104,SMB,DACH,Healthcare,9806.06,CHF,45,97,0,0,4,782,0,1,Email,8,0
INV0001407,3000,CUST0178,SMB,EMEA,Utilities,4941.26,EUR,30,108,0,5,6,628,0,0,Portal,8,1
INV0001408,1000,CUST0124,SMB,Americas,Manufacturing,4932.4,EUR,60,101,0,1,6,695,0,1,Email,12,0
INV0001409,3000,CUST0097,Mid-Market,EMEA,Retail,2883.49,EUR,30,103,0,5,9,705,0,1,Email,7,1
INV0001410,2000,CUST0011,Enterprise,DACH,Manufacturing,1391.46,EUR,60,26,0,1,9,552,0,0,Portal,5,0
INV0001411,2000,CUST0015,Public Sector,EMEA,Technology,4155.1,EUR,30,79,0,4,5,692,0,1,Portal,6,0
INV0001412,3000,CUST0028,Enterprise,EMEA,Manufacturing,4468.01,USD,30,55,0,1,9,690,0,1,EDI,8,0
INV0001413,2000,CUST0119,Mid-Market,Americas,Manufacturing,8070.88,EUR,90,119,1,2,9,736,0,1,Email,11,1
INV0001414,3000,CUST0060,Mid-Market,EMEA,Technology,8789.6,EUR,30,100,0,3,9,637,0,0,Email,1,1
INV0001415,1000,CUST0044,Mid-Market,EMEA,Utilities,4629.27,USD,14,20,0,3,3,774,1,1,Portal,9,0
INV0001416,2000,CUST0121,SMB,DACH,Healthcare,13355.1,USD,60,114,0,2,5,686,0,1,EDI,7,1
INV0001417,1100,CUST0147,SMB,EMEA,Healthcare,2853.58,CHF,30,84,0,0,2,808,0,1,Email,3,0
INV0001418,1100,CUST0080,SMB,DACH,Utilities,928.69,EUR,60,66,0,2,4,736,2,1,Email,5,1
INV0001419,3000,CUST0159,SMB,APJ,Utilities,6980.71,GBP,60,54,0,1,5,701,1,1,Portal,7,0
INV0001420,3000,CUST0133,Mid-Market,Americas,Manufacturing,4830.47,EUR,14,60,0,1,4,591,0,1,Portal,10,0
INV0001421,2000,CUST0129,Mid-Market,EMEA,Retail,7127.94,EUR,45,93,0,1,5,581,0,1,Portal,11,0
INV0001422,1100,CUST0157,Enterprise,Americas,Healthcare,1121.39,USD,90,92,0,2,9,800,3,1,Email,6,1
INV0001423,1100,CUST0034,SMB,DACH,Utilities,27731.82,EUR,60,67,0,1,5,746,1,1,Email,9,0
INV0001424,1100,CUST0137,Mid-Market,EMEA,Healthcare,8919.79,USD,30,120,0,1,8,659,0,1,Portal,7,0
INV0001425,1000,CUST0173,Mid-Market,EMEA,Healthcare,3126.29,EUR,45,28,0,1,2,649,0,0,Email,9,0
INV0001426,1100,CUST0179,Enterprise,EMEA,Retail,1584.1,EUR,45,52,0,0,5,697,2,1,Email,12,0
INV0001427,1000,CUST0105,SMB,Americas,Retail,13108.43,EUR,30,72,0,3,5,579,0,0,EDI,2,0
INV0001428,1000,CUST0136,SMB,APJ,Manufacturing,1330.28,EUR,45,20,0,1,4,645,0,1,EDI,11,0
INV0001429,2000,CUST0160,SMB,EMEA,Retail,45452.95,EUR,30,60,1,2,3,726,0,1,Portal,3,0
INV0001430,1100,CUST0154,Enterprise,EMEA,Manufacturing,2221.94,EUR,30,101,0,3,8,736,0,1,Email,12,0
INV0001431,3000,CUST0162,Public Sector,Americas,Utilities,25758.77,EUR,30,82,1,2,5,652,0,1,EDI,5,0
INV0001432,2000,CUST0150,Enterprise,DACH,Manufacturing,3485.28,USD,60,86,0,1,8,800,1,1,Email,3,0
INV0001433,1000,CUST0069,Mid-Market,DACH,Retail,22243.03,EUR,30,20,0,1,6,758,0,1,EDI,1,0
INV0001434,1000,CUST0132,Enterprise,APJ,Utilities,1955.47,USD,30,18,1,2,4,622,0,1,Email,11,0
INV0001435,1000,CUST0074,Mid-Market,Americas,Utilities,4314.68,USD,14,54,0,3,8,584,2,1,Email,9,1
INV0001436,3000,CUST0145,Mid-Market,APJ,Retail,9847.64,EUR,30,39,0,4,3,725,0,1,EDI,6,0
INV0001437,1000,CUST0146,Enterprise,DACH,Technology,8477.59,EUR,90,2,0,4,6,646,0,1,Email,12,1
INV0001438,1100,CUST0169,Mid-Market,DACH,Technology,13437.44,USD,30,67,0,1,7,632,0,1,Email,11,0
INV0001439,3000,CUST0106,SMB,EMEA,Utilities,2535.52,GBP,30,91,1,1,5,697,0,1,EDI,3,0
INV0001440,3000,CUST0086,SMB,APJ,Healthcare,4624.15,EUR,90,88,0,2,3,734,0,1,EDI,7,0
INV0001441,1000,CUST0030,SMB,DACH,Technology,15690.46,USD,14,13,0,5,6,739,1,1,Email,8,1
INV0001442,1000,CUST0115,SMB,DACH,Retail,2017.23,EUR,30,94,0,4,3,684,1,1,Paper,9,0
INV0001443,1000,CUST0102,Enterprise,DACH,Retail,7716.9,EUR,60,46,0,3,5,508,0,1,Portal,7,0
INV0001444,1000,CUST0093,SMB,Americas,Healthcare,3360.62,EUR,60,19,0,1,7,752,0,1,EDI,4,0
INV0001445,1000,CUST0122,Enterprise,Americas,Utilities,5250.97,EUR,30,57,0,1,5,620,0,1,EDI,3,0
INV0001446,1100,CUST0154,Mid-Market,Americas,Manufacturing,4622.9,EUR,45,27,0,0,7,703,0,0,EDI,3,0
INV0001447,3000,CUST0027,Enterprise,DACH,Healthcare,1848.82,EUR,45,81,0,0,4,671,3,1,Portal,6,0
INV0001448,1100,CUST0078,SMB,Americas,Technology,3217.22,EUR,45,90,0,3,5,848,0,1,Email,7,0
INV0001449,2000,CUST0131,Mid-Market,EMEA,Manufacturing,4925.49,USD,30,88,0,1,6,834,0,1,Portal,12,0
INV0001450,1000,CUST0148,SMB,DACH,Manufacturing,3797.66,EUR,60,14,0,0,6,646,0,1,Email,2,0
INV0001451,2000,CUST0141,Mid-Market,DACH,Retail,22056.72,USD,45,42,0,0,5,579,0,1,EDI,6,0
INV0001452,2000,CUST0144,Mid-Market,EMEA,Retail,12215.41,GBP,45,60,0,1,3,585,0,1,Portal,8,0
INV0001453,3000,CUST0154,Mid-Market,EMEA,Manufacturing,5735.78,EUR,60,119,0,2,9,700,0,1,EDI,6,0
INV0001454,3000,CUST0174,Enterprise,APJ,Retail,1898.27,EUR,60,66,0,2,7,640,0,1,Email,1,0
INV0001455,1000,CUST0110,Mid-Market,EMEA,Utilities,1780.72,EUR,60,79,0,4,2,597,1,1,Email,9,1
INV0001456,1000,CUST0045,SMB,EMEA,Healthcare,33607.4,GBP,30,41,0,5,6,641,0,1,Email,3,1
INV0001457,1000,CUST0102,Mid-Market,Americas,Retail,1465.01,EUR,14,36,0,2,4,714,0,1,EDI,9,0
INV0001458,1100,CUST0128,Enterprise,Americas,Healthcare,4767.38,EUR,45,96,0,1,11,674,3,1,Email,4,1
INV0001459,3000,CUST0019,SMB,DACH,Technology,6179.52,CHF,14,101,0,3,6,644,1,0,Portal,9,1
INV0001460,1000,CUST0137,Mid-Market,Americas,Healthcare,3050.65,EUR,45,7,0,2,4,653,0,1,EDI,3,0
INV0001461,2000,CUST0098,Enterprise,DACH,Retail,1476.88,EUR,45,65,0,0,7,668,0,1,Email,8,0
INV0001462,1100,CUST0169,Enterprise,EMEA,Manufacturing,1855.41,GBP,45,94,0,2,5,697,0,1,EDI,2,0
INV0001463,1000,CUST0039,Mid-Market,Americas,Retail,2383.13,CHF,30,19,1,2,7,701,1,0,Email,4,1
INV0001464,1000,CUST0164,Mid-Market,EMEA,Utilities,2008.28,EUR,60,78,0,1,5,556,0,1,Portal,10,1
INV0001465,2000,CUST0081,SMB,EMEA,Technology,17053.43,EUR,45,57,1,2,8,693,1,1,Portal,4,1
INV0001466,2000,CUST0104,Enterprise,DACH,Manufacturing,4189.84,EUR,30,61,0,2,8,653,0,1,Portal,6,0
INV0001467,1100,CUST0119,SMB,EMEA,Utilities,2440.62,EUR,45,72,0,3,6,604,0,1,Paper,6,0
INV0001468,1000,CUST0105,Mid-Market,DACH,Utilities,4732.96,EUR,30,105,0,2,6,652,0,0,Portal,4,1
INV0001469,2000,CUST0163,SMB,APJ,Technology,8530.08,EUR,45,11,0,3,5,767,1,1,EDI,7,0
INV0001470,1000,CUST0031,SMB,EMEA,Healthcare,2945.84,USD,14,25,1,2,4,741,1,1,Paper,4,0
INV0001471,3000,CUST0132,Mid-Market,APJ,Manufacturing,10906.13,USD,45,42,0,1,8,687,0,1,EDI,7,0
INV0001472,1000,CUST0176,Enterprise,EMEA,Technology,1113.54,CHF,30,97,0,0,2,613,0,1,Portal,10,0
INV0001473,1000,CUST0040,Mid-Market,Americas,Utilities,14470.52,GBP,30,72,1,2,7,578,0,1,Email,10,0
INV0001474,1100,CUST0046,Public Sector,DACH,Technology,4190.6,EUR,30,23,0,0,6,609,0,1,EDI,3,0
INV0001475,1100,CUST0086,Public Sector,DACH,Manufacturing,4022.21,EUR,14,3,0,1,4,681,0,1,EDI,9,0
INV0001476,1100,CUST0131,Enterprise,DACH,Healthcare,2043.33,EUR,60,119,0,3,4,682,0,1,Email,10,0
INV0001477,1100,CUST0173,SMB,DACH,Healthcare,1165.33,EUR,60,17,0,0,5,631,1,1,EDI,7,0
INV0001478,3000,CUST0144,Mid-Market,APJ,Healthcare,735.09,EUR,14,4,1,2,3,746,3,1,Portal,9,1
INV0001479,1100,CUST0143,Enterprise,Americas,Healthcare,1899.0,USD,14,49,0,2,5,709,0,0,EDI,6,0
INV0001480,1100,CUST0080,SMB,Americas,Manufacturing,7840.49,EUR,60,67,0,2,5,481,1,1,Portal,1,1
INV0001481,1100,CUST0117,Mid-Market,EMEA,Manufacturing,1541.73,EUR,14,32,0,1,5,688,0,1,Email,7,0
INV0001482,1000,CUST0039,Mid-Market,EMEA,Healthcare,832.25,EUR,30,21,0,3,3,737,1,1,Paper,11,0
INV0001483,1100,CUST0084,SMB,Americas,Utilities,1628.61,CHF,30,11,0,4,6,695,0,1,Portal,6,1
INV0001484,1000,CUST0035,Mid-Market,Americas,Manufacturing,2824.04,USD,45,49,0,1,5,724,0,1,Portal,7,0
INV0001485,2000,CUST0005,SMB,Americas,Technology,2943.11,EUR,90,115,0,1,9,660,0,1,EDI,9,0
INV0001486,1000,CUST0155,Mid-Market,Americas,Technology,3694.73,EUR,30,18,0,4,4,675,0,1,Portal,11,0
INV0001487,3000,CUST0145,Enterprise,DACH,Retail,12509.41,GBP,90,69,0,2,7,677,1,1,Email,6,1
INV0001488,1100,CUST0092,Mid-Market,APJ,Healthcare,15704.73,EUR,60,24,0,1,5,694,0,0,Email,4,1
INV0001489,3000,CUST0003,Public Sector,DACH,Utilities,34743.08,USD,90,81,0,2,4,637,1,1,Portal,8,0
INV0001490,1100,CUST0017,Mid-Market,EMEA,Utilities,768.04,USD,60,8,0,1,7,762,2,1,EDI,9,0
INV0001491,1000,CUST0021,Enterprise,APJ,Manufacturing,1722.14,USD,60,25,0,2,6,787,0,0,Portal,9,0
INV0001492,2000,CUST0130,SMB,DACH,Technology,8807.94,EUR,45,1,0,3,7,640,0,1,Email,8,1
INV0001493,2000,CUST0037,Public Sector,DACH,Utilities,2626.13,GBP,60,78,0,3,4,592,1,1,Portal,12,1
INV0001494,2000,CUST0046,Public Sector,EMEA,Retail,10444.45,EUR,30,87,0,1,4,579,0,1,Portal,4,0
INV0001495,1100,CUST0155,SMB,EMEA,Utilities,5257.81,EUR,45,21,0,4,5,710,0,1,Email,4,0
INV0001496,2000,CUST0158,Mid-Market,APJ,Technology,22207.04,EUR,45,55,0,4,7,724,0,0,EDI,11,0
INV0001497,3000,CUST0138,SMB,Americas,Technology,12642.91,EUR,14,36,0,2,2,711,0,0,Portal,3,0
INV0001498,2000,CUST0056,SMB,EMEA,Retail,12888.2,EUR,30,6,0,3,6,717,0,1,EDI,10,0
INV0001499,1000,CUST0105,SMB,APJ,Utilities,2745.0,USD,30,5,0,1,9,637,0,1,EDI,3,0
INV0001500,2000,CUST0037,SMB,Americas,Technology,3818.7,GBP,30,113,1,0,6,531,0,1,EDI,9,1
INV0001501,2000,CUST0155,Mid-Market,APJ,Technology,3070.16,EUR,30,78,0,4,5,643,1,1,Portal,11,1
INV0001502,3000,CUST0016,Enterprise,DACH,Technology,870.28,USD,30,80,0,1,8,804,2,1,Paper,11,0
INV0001503,1000,CUST0134,Mid-Market,EMEA,Manufacturing,19838.06,CHF,30,36,0,0,4,700,1,0,EDI,8,0
INV0001504,1100,CUST0093,Enterprise,DACH,Healthcare,9252.57,EUR,45,32,0,1,5,712,0,1,Portal,3,0
INV0001505,2000,CUST0137,Enterprise,DACH,Retail,2944.58,USD,30,96,0,1,4,748,1,1,Email,5,0
INV0001506,1100,CUST0082,Mid-Market,Americas,Retail,16644.28,CHF,30,53,0,2,6,617,1,1,Email,9,1
INV0001507,2000,CUST0029,SMB,DACH,Healthcare,2182.25,USD,30,13,0,3,7,697,0,1,Portal,8,1
INV0001508,1100,CUST0136,SMB,EMEA,Manufacturing,613.98,EUR,30,59,0,0,4,718,0,1,Email,4,0
INV0001509,1000,CUST0114,SMB,Americas,Healthcare,12182.29,GBP,14,63,0,4,6,610,0,1,EDI,7,0
INV0001510,2000,CUST0084,SMB,DACH,Technology,1104.9,USD,90,69,0,1,6,707,0,1,Email,12,1
INV0001511,1000,CUST0068,SMB,EMEA,Healthcare,3444.16,EUR,30,65,0,5,4,777,2,1,Email,1,0
INV0001512,1000,CUST0062,SMB,Americas,Manufacturing,5252.34,EUR,30,103,0,4,8,650,0,1,Portal,7,0
INV0001513,2000,CUST0087,Enterprise,APJ,Healthcare,6340.66,EUR,45,30,0,0,4,551,0,1,EDI,7,1
INV0001514,2000,CUST0048,SMB,DACH,Retail,10309.5,EUR,60,71,1,1,3,693,1,1,EDI,11,0
INV0001515,3000,CUST0051,Enterprise,APJ,Utilities,7784.53,EUR,30,107,1,1,5,631,1,1,EDI,4,0
INV0001516,1000,CUST0051,Enterprise,Americas,Retail,7535.55,EUR,30,118,0,2,8,694,0,1,EDI,3,0
INV0001517,1000,CUST0003,Enterprise,Americas,Manufacturing,1844.03,GBP,45,116,0,5,4,617,0,1,Email,6,0
INV0001518,3000,CUST0168,SMB,EMEA,Technology,5761.51,USD,30,88,1,2,4,685,1,0,EDI,4,1
INV0001519,1000,CUST0043,SMB,Americas,Manufacturing,870.59,EUR,30,13,0,4,1,772,0,1,EDI,11,0
INV0001520,1000,CUST0030,Public Sector,Americas,Retail,21812.63,EUR,90,119,0,1,3,678,0,1,Email,10,0
INV0001521,1000,CUST0028,Public Sector,DACH,Healthcare,970.01,EUR,90,4,0,2,8,556,3,1,EDI,5,0
INV0001522,1100,CUST0178,SMB,APJ,Technology,2940.22,EUR,45,67,0,2,8,708,1,1,Portal,5,0
INV0001523,3000,CUST0086,Enterprise,APJ,Healthcare,1059.11,USD,14,54,0,1,11,681,0,1,EDI,1,1
INV0001524,2000,CUST0059,SMB,EMEA,Utilities,1965.15,EUR,45,82,0,1,4,696,2,1,Email,2,0
INV0001525,2000,CUST0073,SMB,Americas,Technology,4290.25,CHF,90,94,0,1,7,753,0,1,Paper,7,0
INV0001526,1000,CUST0016,SMB,EMEA,Technology,2427.95,EUR,60,89,0,2,5,641,0,0,Portal,8,0
INV0001527,1000,CUST0057,Enterprise,Americas,Manufacturing,14065.19,EUR,30,28,0,2,5,658,1,1,EDI,10,0
INV0001528,1100,CUST0045,Enterprise,Americas,Retail,5368.19,GBP,30,91,0,5,8,603,0,0,Email,2,1
INV0001529,1000,CUST0145,Public Sector,DACH,Healthcare,2601.76,EUR,30,91,0,4,5,695,0,0,Email,2,0
INV0001530,1000,CUST0011,Enterprise,DACH,Manufacturing,3676.58,EUR,60,3,0,2,4,693,0,1,EDI,7,0
INV0001531,1000,CUST0077,Mid-Market,EMEA,Retail,15224.87,EUR,30,77,0,4,5,661,0,1,Portal,2,0
INV0001532,1000,CUST0143,Mid-Market,APJ,Manufacturing,10985.31,USD,30,16,0,0,7,736,0,0,EDI,11,1
INV0001533,1100,CUST0151,Enterprise,EMEA,Utilities,1279.58,EUR,30,68,0,2,3,602,1,1,EDI,6,0
INV0001534,2000,CUST0093,Enterprise,APJ,Technology,2070.02,GBP,30,28,0,3,5,690,1,1,Portal,8,1
INV0001535,1000,CUST0041,Public Sector,EMEA,Healthcare,6964.14,USD,60,44,0,0,3,725,2,1,Portal,10,0
INV0001536,1100,CUST0061,SMB,DACH,Healthcare,6130.52,GBP,30,33,0,2,10,639,2,1,Portal,7,0
INV0001537,2000,CUST0041,Public Sector,APJ,Retail,1404.03,USD,30,104,0,0,5,577,2,1,Portal,1,0
INV0001538,2000,CUST0120,Mid-Market,EMEA,Manufacturing,9288.97,USD,45,109,0,3,4,553,0,1,EDI,3,0
INV0001539,2000,CUST0053,Enterprise,EMEA,Retail,1660.02,USD,45,96,0,1,5,692,0,1,EDI,5,0
INV0001540,1100,CUST0114,Mid-Market,DACH,Manufacturing,16630.91,EUR,45,87,0,2,6,807,1,1,EDI,2,1
INV0001541,2000,CUST0119,Mid-Market,DACH,Retail,7375.52,USD,60,44,0,1,3,634,2,0,Portal,7,0
INV0001542,1000,CUST0170,Enterprise,DACH,Retail,1288.82,USD,30,18,1,2,5,714,1,1,EDI,1,0
INV0001543,1000,CUST0067,SMB,EMEA,Healthcare,2427.14,EUR,14,69,0,1,6,498,1,1,Portal,2,0
INV0001544,1000,CUST0174,Public Sector,Americas,Retail,2383.24,USD,14,52,0,2,4,708,1,1,Email,10,0
INV0001545,1100,CUST0073,Mid-Market,DACH,Manufacturing,5003.39,EUR,45,34,0,1,5,598,0,1,Email,2,0
INV0001546,1100,CUST0123,Mid-Market,DACH,Utilities,3414.63,EUR,60,30,0,0,5,651,0,0,Paper,1,0
INV0001547,1000,CUST0120,Mid-Market,DACH,Manufacturing,1270.59,EUR,30,20,0,0,4,686,0,1,Portal,6,0
INV0001548,2000,CUST0148,Enterprise,EMEA,Retail,978.51,EUR,60,100,0,1,4,555,1,1,Paper,11,0
INV0001549,1000,CUST0085,Mid-Market,APJ,Retail,7528.68,EUR,45,39,1,0,5,850,0,1,Email,3,0
INV0001550,1000,CUST0143,Mid-Market,EMEA,Manufacturing,5713.28,EUR,90,111,0,0,7,635,0,1,EDI,5,0
INV0001551,1000,CUST0064,Mid-Market,DACH,Utilities,4725.91,EUR,30,81,1,1,2,726,0,1,Portal,10,0
INV0001552,1100,CUST0089,Mid-Market,EMEA,Retail,5621.02,EUR,30,20,0,0,3,792,0,1,EDI,11,0
INV0001553,1000,CUST0090,SMB,APJ,Healthcare,2208.65,USD,60,8,0,2,10,702,0,1,Email,4,0
INV0001554,1000,CUST0127,Enterprise,Americas,Manufacturing,5131.7,EUR,60,50,0,1,7,588,1,1,Portal,2,0
INV0001555,1000,CUST0112,Enterprise,Americas,Technology,60805.22,CHF,45,10,0,4,6,688,2,0,EDI,3,1
INV0001556,2000,CUST0015,Enterprise,APJ,Manufacturing,14520.19,USD,60,115,0,3,6,542,0,0,Email,10,1
INV0001557,3000,CUST0146,Enterprise,Americas,Retail,3124.94,EUR,30,109,0,2,5,655,0,1,Email,5,0
INV0001558,1100,CUST0137,SMB,APJ,Technology,2441.72,EUR,45,79,0,1,8,806,0,0,Portal,11,0
INV0001559,2000,CUST0019,SMB,DACH,Utilities,209.88,EUR,30,36,0,1,4,574,0,1,Portal,6,0
INV0001560,3000,CUST0174,SMB,Americas,Retail,12992.52,EUR,30,105,1,0,7,618,1,0,EDI,6,1
INV0001561,3000,CUST0119,SMB,APJ,Healthcare,9661.8,EUR,30,78,0,1,4,819,1,1,Email,9,0
INV0001562,2000,CUST0016,Mid-Market,APJ,Manufacturing,2389.84,USD,30,43,0,3,3,667,0,1,Email,12,0
INV0001563,3000,CUST0089,Enterprise,EMEA,Retail,940.78,USD,14,106,0,2,8,613,0,0,Portal,9,0
INV0001564,3000,CUST0151,Mid-Market,Americas,Healthcare,1257.61,EUR,45,26,0,2,4,709,2,0,Email,3,1
INV0001565,2000,CUST0051,Mid-Market,DACH,Technology,6745.41,USD,60,69,0,0,4,645,0,1,EDI,4,0
INV0001566,1100,CUST0168,SMB,Americas,Technology,3851.4,EUR,30,83,0,3,5,476,2,1,Portal,2,1
INV0001567,1000,CUST0076,Mid-Market,EMEA,Healthcare,8744.42,GBP,30,109,0,2,9,578,0,1,EDI,8,1
INV0001568,1000,CUST0041,Enterprise,Americas,Manufacturing,4632.1,CHF,14,17,0,3,5,834,0,1,Paper,12,0
INV0001569,1100,CUST0065,Mid-Market,Americas,Healthcare,11673.74,EUR,30,35,0,5,9,705,0,0,Portal,4,1
INV0001570,1100,CUST0095,Enterprise,EMEA,Utilities,6235.75,USD,30,101,0,1,5,790,0,0,EDI,4,0
INV0001571,1100,CUST0124,Public Sector,DACH,Healthcare,10099.44,USD,45,60,1,2,6,603,0,1,EDI,12,0
INV0001572,1100,CUST0168,Enterprise,EMEA,Retail,471.46,EUR,60,91,0,2,5,676,0,1,Paper,1,1
INV0001573,1100,CUST0036,Enterprise,Americas,Retail,1157.41,EUR,30,93,0,1,5,667,0,1,Paper,3,0
INV0001574,2000,CUST0173,Enterprise,Americas,Utilities,2885.43,USD,45,37,0,1,5,639,0,0,Email,5,1
INV0001575,1000,CUST0095,SMB,Americas,Healthcare,13141.72,EUR,45,40,0,1,2,696,0,0,Portal,12,0
INV0001576,1000,CUST0024,Mid-Market,DACH,Utilities,30471.78,EUR,30,60,0,5,2,596,0,1,Email,12,1
INV0001577,2000,CUST0167,SMB,Americas,Utilities,3560.13,USD,30,4,0,2,5,771,0,0,Email,11,0
INV0001578,2000,CUST0063,Mid-Market,Americas,Technology,2225.73,EUR,30,96,0,1,3,715,0,0,EDI,11,0
INV0001579,3000,CUST0112,Enterprise,DACH,Manufacturing,543.09,EUR,30,14,0,3,4,667,1,0,EDI,1,0
INV0001580,3000,CUST0126,SMB,EMEA,Retail,10474.95,CHF,60,113,0,1,3,690,0,1,Portal,2,0
INV0001581,3000,CUST0003,Enterprise,EMEA,Retail,2373.92,EUR,30,94,0,2,2,657,2,0,Portal,11,1
INV0001582,1000,CUST0040,Enterprise,EMEA,Utilities,94490.2,EUR,30,43,0,1,3,551,0,1,Portal,5,0
INV0001583,1100,CUST0124,SMB,DACH,Retail,1946.18,USD,30,9,0,0,5,606,1,1,EDI,2,1
INV0001584,1000,CUST0059,Enterprise,DACH,Retail,38581.91,EUR,30,95,0,0,7,666,0,1,Portal,7,0
INV0001585,2000,CUST0002,Enterprise,DACH,Utilities,9281.57,USD,60,54,1,0,9,654,2,1,Email,12,1
INV0001586,3000,CUST0005,SMB,DACH,Manufacturing,1437.01,USD,30,24,0,2,3,729,0,1,Email,10,0
INV0001587,1000,CUST0149,Mid-Market,DACH,Healthcare,5397.82,EUR,45,52,0,2,2,722,2,1,Portal,6,0
INV0001588,1100,CUST0028,Enterprise,Americas,Technology,9508.58,EUR,14,109,0,1,3,638,2,1,EDI,3,0
INV0001589,1000,CUST0019,Mid-Market,EMEA,Utilities,3339.2,CHF,30,83,0,3,6,608,0,1,EDI,10,0
INV0001590,1000,CUST0102,SMB,EMEA,Technology,10197.34,GBP,30,83,0,1,2,737,0,0,Portal,2,0
INV0001591,1000,CUST0022,Enterprise,Americas,Technology,9964.21,EUR,60,62,0,0,7,694,0,1,EDI,2,0
INV0001592,1000,CUST0118,Enterprise,EMEA,Utilities,7912.15,EUR,30,19,0,3,8,633,0,1,Email,9,0
INV0001593,3000,CUST0098,SMB,DACH,Utilities,4157.64,EUR,45,114,0,3,6,594,0,0,Portal,3,0
INV0001594,1100,CUST0117,SMB,DACH,Healthcare,1231.9,GBP,30,89,0,1,10,629,0,0,Portal,1,0
INV0001595,2000,CUST0089,Public Sector,DACH,Healthcare,3902.51,USD,45,62,0,5,4,709,0,1,Portal,12,1
INV0001596,2000,CUST0141,Mid-Market,Americas,Utilities,5089.16,EUR,45,87,0,1,3,807,0,1,EDI,7,0
INV0001597,1000,CUST0117,Enterprise,EMEA,Utilities,590.01,GBP,45,44,1,5,7,664,0,0,Email,10,1
INV0001598,1000,CUST0075,Mid-Market,EMEA,Healthcare,5052.8,EUR,30,90,0,2,9,618,0,0,Portal,9,0
INV0001599,2000,CUST0003,SMB,EMEA,Retail,3821.35,EUR,30,117,1,1,3,842,0,1,Portal,10,0
INV0001600,1000,CUST0050,Enterprise,APJ,Healthcare,1084.14,USD,60,42,0,0,4,652,0,1,Email,9,0
INV0001601,3000,CUST0024,Mid-Market,DACH,Retail,2981.98,EUR,45,2,0,6,3,620,0,1,Portal,9,0
INV0001602,1000,CUST0003,Enterprise,EMEA,Technology,3048.98,USD,30,89,0,2,4,649,1,1,Email,7,0
INV0001603,2000,CUST0050,SMB,EMEA,Technology,32099.61,EUR,30,103,0,2,8,646,1,1,Email,2,0
INV0001604,2000,CUST0038,SMB,Americas,Utilities,5330.09,USD,14,100,0,2,3,775,3,1,Paper,10,0
INV0001605,1000,CUST0014,Mid-Market,Americas,Technology,12554.66,CHF,30,118,1,2,5,554,0,1,Email,6,1
INV0001606,1000,CUST0057,Public Sector,Americas,Utilities,3737.95,EUR,30,42,0,2,6,725,0,1,EDI,8,1
